userid,content,star_rating,time
lofa****,빨대컵으로 간편하게 쓰기 좋아요. 뚜껑은 좀 약해보이지만 휴대하기 좋네요,5,2022-01-27T07:58:23.608+00:00
hka9****,편하게 사용하기 좋아요,5,2022-02-06T01:32:15.304+00:00
play****,화면그대로이고 아이스음료전용으로 생각해서 샀기때문에 실용성도굿이고 이쁘네요,5,2022-01-26T00:08:47.253+00:00
ha****,물건도 정말 맘에 들고 파손된 컵 재교환도 정말 빠르고 친절해 만족입니다. 기회 되면 재구매 각입니다,5,2021-12-29T07:29:07.406+00:00
yebb*****,사이즈가 크고 설거지 하기 편해서 좋아요,5,2022-01-05T08:52:01.804+00:00
hjli******,물 마실 때 사용하려고 샀어요~ 디자인이 스벅스럽지 않고 특이하네요(멀리서 보면 엔*리너스모양같기도 합니다ㅎㅎ) 잘 쓸게요~~,5,2021-12-22T12:17:15.068+00:00
dldb*******,아직까지 잘쓰고 있고 사진이랑 똑같아요~  플라스틱도 줄이고 좋아용~,4,2021-12-23T10:34:24.786+00:00
dyun***,독서실 사용하기 딱이야,5,2022-01-01T10:04:21.213+00:00
mama******,상품 너무너무 마음에 들구요. 판매자님 혼신의 힘을 다하시는 모습 최고입니다.,5,2021-12-13T21:00:21.409+00:00
toba******,선물해드렸는데 좋아하십니다.,5,2022-01-16T01:41:31.629+00:00
toba******,선물해드렸는데 좋아하십니다.,5,2022-01-16T01:40:58.999+00:00
et****,사은품으로 빨대 세척솔 오는줄알고 구매 안했는데  알고보니 콜드컵만이였네요; 제대로 안읽어서 당황했어요. 다음에 콜드컵 사려구요. 그땐 세척솔도 두개사야겠어요. ㅋㅋ 언니 생일 선물이 아직 도착안하고 이거 먼저 와서 이거먼저 주게요 ㅎㅎㅎ,4,2021-11-16T08:44:58.234+00:00
pizz*****,아주 좋아요!!~?!!,5,2022-01-07T09:55:42.105+00:00
seon****,기존꺼 버리고 새로 구입했어요 가볍고 내냉이 다 되니까 맘에 들어요,5,2021-11-23T17:08:42.481+00:00
seze***,뚜껑이 꽉 안닫히는게 살짝 흠이지만 깔끔해서 예쁩니다 몇번까지 쓸수 있을지는 모르지만 잘 사용할거 같습니다핫컵도 같이 주문했는데 재질이 비슷해서 그런지 콜드컵으로 마시는게 쪼금ㄷㅓ예쁜거같아요,5,2021-11-08T08:45:57.638+00:00
my****,간편해서 너무 좋아요~,5,2021-12-02T13:05:45.165+00:00
happ*****,물많이마시기 해보려고 구매했어요 용량도 커서 옆에두고 마시기 너무 좋네요^^,5,2021-11-16T09:47:36.840+00:00
ghae****,받자마자 바로 사용했습니다 하나쯤 꼭 필요한 벤티사이즈 입니다,5,2021-11-21T09:36:21.266+00:00
sooy********,컵이 예쁘네요.3개샀는데 대만족,5,2021-11-15T06:31:55.318+00:00
sooy********,여름에 사용하기 좋은컵입니다.,5,2021-11-15T06:33:53.210+00:00
mayr******,예뻐서 맘에 들어요 솔도 같이 주셔서 너무 좋앗어용,5,2021-11-03T05:01:12.302+00:00
yeji*****,새진 않을까했는데 생각보다 튼튼ㅎㅎ 프린트도 선명해요,5,2021-10-30T11:15:32.273+00:00
jo88****,배송 빠르게 잘 받았어요 핫컵..조금 빨리 식는거같아 아쉽지만 그래도 잘 사용할거같아요,5,2021-11-22T07:46:47.835+00:00
jo88****,잘 사용하겠습니다 배송 빠르고 좋았어요,5,2021-11-22T07:47:06.571+00:00
sooy********,너무 예쁘네요.퀄리티가 상당합니다.,5,2021-10-15T08:03:10.386+00:00
le****,일단 리유저블이라 사용하기 간편해서 좋아요! 사이즈가 진짜 큰 사이즈 있으면 좋은데 아쉽긴해도 물도 자주 마실수 있어서 좋구요! 그리고 뭔가 멋져요    디자인 취향저격이라 안타깝게도 실수로 건조기 넣어서 약간 뚜껑이 잘 빠지긴 하는데 좀더 쓰다가 오래 되면 바꾸죠 뭐  ,5,2021-10-18T15:21:41.240+00:00
fine******,이중벽이 아니라 찬 음료 담으면 밖으로 물방울이 매우매우 많이많이 맺힙니다 ㅎㅎ 생각해보니 그냥 스벅에서 이중벽 텀블러로 사는게 더 나을 듯 !,2,2021-11-02T03:48:57.623+00:00
alis*****,가볍고 좋습니다 ㅋㅋㅋ 컵도 커서 닦기 좋고 빨대세척도 가능해서 넘 좋아요! 무엇부다 가벼워서 좋네용,5,2021-10-29T07:10:41.002+00:00
kimn*********,보냉기능이 하나도없어서 아쉽네요ㅠㅠ 그래도 가볍고 디자인은이뻐요,4,2021-10-14T12:42:10.360+00:00
uzin****,가볍고 좋아요 찬 음료 넣으면 물기가 너무 많이 나오고 얼음이 금방 녹긴 하지만 보냉은 큰 기대 안해서 상관없어요 디자인이 만족스러움,5,2021-10-05T08:13:27.303+00:00
kj****,처음 상품 받았을때 상단 테두리부분 찍힘있어서 교환요청했으나 재고상품도 다 그런다고하기도하고 찍힌게 비치길래 뚜껑열고닫고하다 부러질까봐 걱정했으나 아직까진 괜찮아요  근데 그후 저녁에 형광등 아래서 보는데 표면이 무광이어야하는데 세로로 한면이 빛나는곳이 있더라고요...속상하지만 재고상품도 다 그런다고하니까...컵홀더 이쁘게 만들어서 사용중이에요...,2,2021-10-12T01:03:11.140+00:00
skan******,상품 잘 쓰고있습니다,5,2021-11-17T19:44:35.847+00:00
kye_***,심플한데 너무 예뻐요    가벼워서 좋고 사이즈도 커서 커피나 음료수 많이 마실 때 좋은 것 같아요 !! 결제한 날 바로 배송 시작해서 빨리 받았습니당,5,2021-09-30T01:42:33.573+00:00
yhsj***,뚜껑부분이 물뚜껑처럼 돌리는게 아니라서 헐겁지 않을까 고민했는데 괜한 고민이었어요ㅋㅋ 확실하게 딱 닫혀요! 잘쓰겠습니다!,5,2021-10-02T05:56:16.543+00:00
sooy********,첨사보는데 참예쁘고 좋네요,5,2021-10-15T08:04:19.318+00:00
cnwj*******,물먹어도 좋고 커피나 음료 타목어도 좋은거같아요!,5,2021-10-11T09:33:21.128+00:00
jong******,디자인이며 사이즈며 다 맘에 들어요 다만 확실히 아이스 음료 담으면 표면에 물방울이 맺혀 흘러서 바닥에 냅킨이나 컵홀더 등을 대줘야한다는 단점은 있네요. 그래도 감안하고도 이쁘고 실용적이에요!,5,2021-09-17T04:27:22.105+00:00
kimh****,용량이 커조 좋아요~,5,2021-11-07T12:28:44.348+00:00
kimh****,용량이 커서 좋아요~,5,2021-11-07T12:26:31.148+00:00
alis*****,큰컵 필요해서 구매하게되었어용 만족합니당 ㅋㅋㅋ 오리지널로고 입고되면 하나더사려구용,5,2021-09-27T00:43:51.051+00:00
kitt******,엄청 잘 깨져요 으악 조심하세요! 그치만 편하고 가볍고 좋아서 계속 구매합니다 ㅎㅎ,5,2021-09-27T06:37:31.510+00:00
cive***,가볍고 사용하기 세척하기 편해서 잘쓰고 있어요 색깔변하는 것도 예뻐요,5,2021-10-18T08:05:50.145+00:00
pret*******,알록달록하게하려면 차갑게해야되는데 차갑게하니까 텀블러에 물방울이 많이생겨요ㅜㅜ그래도 예뻐서 계속쓰게되요 볼때마다 기분좋아짐ㅎㅎ,5,2021-09-19T04:43:11.965+00:00
camp*****,사용하기편리합니다!,4,2021-10-09T07:41:26.475+00:00
14tp****,계속 콜드컵 사고 싶었는데 마침 올해 버전 컬러 체인지가 나와서 바로 구매했어요. 빨대 세척솔 이벤트도 하고 있어서 좋아요. 무늬도 골고루 잘 들어가서 예뻐요. 다만 보냉기능이 전혀 없다보니깐 얼음이나 찬음료 마실 때 코스터 및 휴지 필수입니다!,5,2021-08-13T08:23:33.196+00:00
myon****,좋아요! 실제로 보니 더 이쁘네요,5,2021-09-25T07:44:41.128+00:00
sypa******,일단 찬 물 받았을 때 색 바뀌는거 너무 이쁘고 좋아요 ㅎㅎ 그리고 뚜껑은 꽉 끼워야해요 ㅎ 크기 적당하고 좋네요 ㅎㅎ,5,2021-09-13T00:14:50.064+00:00
trul**********,잘 깨진다는 후기를 봐서 떨어트리면 안될 것 같은데 컵을 채우니 한손으로 잡기에 조금 힘든 크기네요 조심해서 사용해야 할 것 같아요! 플라스틱 빨대는 받아서 보니 세척 문제도 그렇고 내구성 생각해서 나중에 꺼내 쓰려고 아껴두었어용ㅎㅎ 여유있으신 분들은 여러개 주문해서 쓰셔도 될 것 같아요 아 그리고 어제 오후에 주문했는데 당일 출고 해주셔서 생각보다 일찍 받을 수 있어 좋았어요:) 빠른 배송 감사합니다 잘 쓸게요~,5,2021-07-22T08:06:53.353+00:00
92****,이쁘고 되게 가벼워요,5,2021-10-02T10:04:25.699+00:00
play*****,710미리 주문했는데  전에쓰던 591미리 보다 작아보여서 같은양 물도 채워보고  얼음도 채워봤는데 확실히 710미리가 옆이 좀 넓어서 더 들어갑니다.^^ 크기 작아보여도 걱정 마세요~^^ 그런데 전에껀 플라스틱이 두겹이고  여기껀 한껍이라 좀 가겨운 느낌은 듭니다. 쓰는데 전혀 문제는 없습니다 ㅎㅎ,4,2021-08-26T14:52:57.296+00:00
okeh******,상품은 이쁘고 좋아요 추가구매한 규조또는 그냥그러네요 ㅠ 물은 먹긴먹는데 잘 안먹는거같고 매끈거려서 좋긴한데 바닥부분에 곰팽이가생겨요 ㅠㅠ,5,2021-09-08T22:37:23.921+00:00
bjua****,여러 용도로 마구마구 쓰려고 주문했는데 대만족!!♡,5,2021-10-12T10:32:08.804+00:00
kmin***,가벼워서 밖에 나갈 때 잘 사용했습니다. 일정횟수 사용후엔 폐기해야 해서 좀 아깝지만 화분으로 사용중입니다.,4,2021-09-23T04:19:29.446+00:00
vip9***,다 좋은데 컵 표면에 물이 심하게 맺히는 건 어쩔 수 없는 거 같아요. 규조토 컵받침 같이 구매했었는데 규조토가 흥건해요ㅋㅋ 그래서 얼룩이 남더라구요. 그래도 같이 사길 잘 한 것 같습니다. 다음에는 다른 제품으로 또 구매해보려구요!,4,2021-08-24T06:23:43.251+00:00
luji*******,커피를 자주 먹었더니 착색이 됐네요ㅠㅠ 그래도 여름에 엄청 유용하게 써서 만족합니다!,4,2021-09-03T15:25:49.732+00:00
dbsw*******,워낙 가성비가..말 다했죠 뭐! 자세히 보면 프린팅이 좀 흐린 부분이 있긴 한데 누가 자세히 봅니까 전 매우 만족해요!! 친절하시구요,5,2021-08-27T02:59:24.885+00:00
mlon*****,써보고 너무 좋아서 지인들에게 선물까지 했습니다ㅎㅎ,5,2021-09-08T07:33:32.217+00:00
pny0***,사용하기편리하고 튼튼해요 재구매의사있어요,5,2021-09-22T04:05:55.237+00:00
bohy******,판매자분이 엄청 친절하셔서 인상깊었네요. 처음에 1호점 콜드컵 1호점 핫컵 주문했는데 콜드컵이 품절이라 고민하다가 컬러체인지컵이랑 1호점 핫컵 주문했더니 핫컵도 품절돼서 결국 컬러체인지컵만 받았네요ㅠ 아쉽지만 컵 자체는 이쁜 것 같아요. 한국에 있는 언니 선물로 구매했는데 여름에 잘 쓸 것 같다네요. 감사합니다.,5,2021-07-27T01:32:00.947+00:00
lipt*****,무난하면서도 질리지 않는 디자인이에요,5,2021-09-28T01:55:05.567+00:00
lipt*****,화면에서 보는 것과 같이 유행타지않는 디자인이에요.,5,2021-09-28T01:55:43.612+00:00
nam0****,날이 덥다보니따 겉에 물이 많이 생기긴하네요 ㅠ 스벅 스텐텀블러 들고 다니다 너무 무거워서 주문했어요  가벼워서 가방에 넣어다니다 쓰기에 너무 좋을거같아요  세척솔까지 와서 좋네요,5,2021-08-10T09:48:03.959+00:00
ann7***,딸아이가 저랑 똑같은 텀블러가 가지고싶다고 해서 이틀전 타스토어에서 리유저블컵을 구매했는데 프린팅상태가 엉망진창인 상품이와서 너무 화가나 타스토어에도 이런상품이 오는가해서 검색해보다가 시애틀1호점에톡톡 문의를 남겼는데 제가 받았던 타사이트 제품이 하자가 심한편이 었다는걸 알았고 시애틀에서 다시 재구매했네요. 오늘 제품이와서 포장 풀어봤는데 타스토어와 비교불가네요! 사진 왼쪽이 타스토어상품  오른쪽이 시애틀1호점 상품이네요. 어제 딸아이가 너무 실망한모습을 봐서 프린팅선명한걸로 부탁드리긴 했지만 퀄리티가 very good입니다. 방금 딸아이 집에와서 보고는 너무 좋아하네요! 엄마것보다 더 좋은거같다고^^ 그리고 같이 구매한 달콩이 텀블러도 귀엽다고 너무 좋아합니다! 앞으로 스벅 텀블러는 여기서만 구매하는걸로 결정했네요! 좋은 상품 보내주셔서 너무 감사해요.,5,2021-07-01T10:27:22.236+00:00
wjst********,예뻐서 좋았는데.. 제 부주의로 깨져버렸읍니다    잘가...,5,2021-08-31T01:53:43.769+00:00
yoon********,안에 들여다보이는 컵에다가 먹고싶어서 찾다가 마땅한게 없어서 이게 젤 예뻐보여서 구입했어요 투명해서 마음에 들고  결로현상은 제게 큰 문제가 되지 않았어요!  차 종류를 마셨는데 살짝 이염되는게 있어서  소다종류 끓인물에부어서 좀 식혀서 부었더니 깔끔하게 처리되요~  냄새라던지 약간 배는 면이 있긴 한데  괜찮아요 여름용으로 산거라 만족합니당  확실히 일반 텀블러보단 가벼운 점이 장점이에요!,5,2021-07-04T11:54:26.104+00:00
ri****,조아여~~~~~~~~~,5,2021-10-03T01:09:58.892+00:00
zong*******,배송도 빨리오고 깔끔하고 마음에 들어용!,5,2021-08-24T09:49:19.647+00:00
chlc****,사용하고 씻으려고 싱크대에 뒀는데 가족들이 일회용 컵인줄 알고 버려서 사진이 없습니다ㅠㅠ 가족들에게 리유저블컵이라고 알려드려야 할 것 같아요 8ㅅ8,5,2021-09-05T17:06:02.668+00:00
ur****,택배사 부주의로 깨져서 왔는데 엄청 빠른 응대로 바로 다시 받았어요! 친절하고 신속한 응대 최고입니다. 톰블로 로고 앞부분 색종이 무늬가 조금 적은게 아쉽긴 하지만 어차피 전 물을 미지근하게 먹어서 상관없는 거 같아요! 그래도 색종이 무늬 보고 싶어서 찬 물 넣어봤는데 더 영롱해요!,5,2021-07-15T10:20:38.993+00:00
mslo****,좋아요 만족입니당 다만 코스트는 약간 무거운 느낌이에요 집에서 쓰기엔 불편하진 않은데 들고 다니긴 무거울거 같아요 실리콘 홀더가 찰떡 처럼 잘 맞진 않지만 사길 잘한거 같아요 안그랬음 미꾸러웠을거 같아요,5,2021-07-30T04:16:09.860+00:00
hp****,잘쓰고있어요 가볍고 용량크고좋아요,5,2021-09-16T09:52:50.735+00:00
so****,배송이 빨라서 좋아요,5,2021-08-23T09:31:41.464+00:00
cive***,색상도 상큼하고 가볍고 좋아요,5,2021-09-10T15:52:09.065+00:00
yoon********,좋아요 볼때마다만족,5,2021-08-20T08:16:48.701+00:00
03ap***,후잉 .. 1호점 제품 갖고싶어서 주문했었는데 오래걸린다고 취소되서 ㅜㅜㅜ 눈물 머금고 그동안 쓸거라두 주문했어요 .. 몇주라도 기다릴수있었는데.. 막상 받으니 갖고싶던 디자인은 아니었어도 만족했습니다 :) 가볍고 좋아요! 스벅텀블러 한때 어ㅏㅇ창 모으고 그랬는데 역시 플라스틱으로 된거만큼 가벼운건 없었어요 그래서 만족!! 컵벽이 이중은 아니라 결로현상 생기긴 하는데 그걸 감안하더라도 가벼워서 짱좋아요!!  가능하다면 1호점 디자인 주문가능하게된다면 다시 주문할 의향있습니다 ㅎㅅㅎ 많이파세옹~,5,2021-07-11T11:20:41.673+00:00
imac*****,지루한 일상에 색이 변하는 텀불러라니...그저 한줄기 빛...,5,2021-08-20T11:31:08.653+00:00
semi****,한달동안 사무실에서 잘 쓰고있어요~~ 가끔 차에 들고가서 DT애용하기도해요. 용량커서 물 넣어놓고 봐가면서 자주 수분 섭취도하고 커피도 물론 먹어야죠 ㅎㅎ종이빨대 안써서 잴 좋아요😀,5,2021-08-14T12:24:10.226+00:00
zntl*****,원래쓰던 콜드컵이 너무 무거워서 샀어요 가볍고 계속 쓸수 있어서 좋아요,5,2021-08-02T06:35:10.918+00:00
toto******,빨대 솔도 주고 너무 좋아요.^^,5,2021-09-07T09:37:39.074+00:00
dkst*******,사용한지 한달 넘었네요~ 가볍고 너무 좋습니다!!!,5,2021-08-10T18:07:58.916+00:00
14tp****,뚜껑만 잘 끼워놔도 혹시나 컵이 엎어지는 상황이 생겨도 안 흘러서 좋아요!!,5,2021-08-30T10:23:08.643+00:00
wcl2***,예뻐서 좋아요!!!,5,2021-09-10T06:47:06.993+00:00
june****,잘쓰고있습니당 감사합니다,5,2021-09-04T10:13:27.495+00:00
ruby****,가볍고 크고 얼음 추가도 디핑도 많이 할수잇너요 여름 동안 잘 사용했어요,5,2021-08-10T22:49:19.871+00:00
fb****,배송빠르고 좋습니다,5,2021-09-02T18:34:31.644+00:00
rlad********,가볍고 좋아요! 배송도 빨리왔습니다,5,2021-08-02T00:30:33.455+00:00
jong******,딱 제가 원하던 디자인  무게감  그립감...등 구매만족도 최상입니다👍!! 비록 뜨거운 물은 못 받는다는게 살짝 아쉽긴 한데...애초에 차가운거 담을려고 산거니깐요(찡긋) 색깔있는 음료 담을 때 스테인리스 컵은 안이 비치지 않아서 그동안 아쉬웠었거든요. 근데 이거는 투명도가 있어서 색있는 음료 담아도 무슨 색 음료인지  심지어는 불투명도 때문에 더 그럴듯하게 보이는 효과가 있어요ㅋㅋ번창하세요!!,5,2021-06-20T03:32:04.358+00:00
pny0***,가성비 짱이네요 너무 좋아요 재구매 200%입니다,5,2021-08-17T07:23:32.248+00:00
bh****,크기도 크고 이쁘네요~~~,5,2021-08-09T16:13:15.340+00:00
vndt****,잘쓰고있어요 탄탄하니 좋으네요,5,2021-08-30T11:20:13.290+00:00
moon*************,예쁘고 좋아요!! 리유저블 컵이라 환경생각하며 일회용 안쓰려고 구매했어요~,5,2021-07-24T13:32:48.709+00:00
toya****,가볍고 생각보다 예ㅃㅓ요^^,4,2021-08-05T07:11:20.061+00:00
bosa******,배송이 빨라서 좋았어요! 회오리 마블링도 이쁜걸로  받아서 넘 좋아요!  빨대가 컬러체인지 되는데 그 속도가 빨라서 좋습니다!,5,2021-07-08T10:54:49.312+00:00
zong*******,좋아요!!!!!!!!,5,2021-09-06T00:38:43.833+00:00
jung*****,잘쓸게요~같이주문한소품도 다마음에듭니다^^,5,2021-08-13T02:47:07.810+00:00
bibi****,스트로우 잃어버려서 같이구입했는데 좋은거 같습니다 가벼워요,5,2021-07-27T11:25:47.206+00:00
whit*****,컵이 예쁘고 휴대하기 편해서 커피 포장할때뿐만 아니라 회사에서 물컵으로도 사용하고 있습니다.,5,2021-08-09T13:09:03.481+00:00
hyac********,기존에 쓰던 벤티 콜드컵이 와장창 깨져버려서 곧바로 주문 넣었는데 배송도 빨리와서 좋았어요! 실물로 보니 정말 깔끔하고 제가 사용했던 기존 사이렌 콜드컵보다 단단한 재질인 것 같아서 더 맘에 들어요 👍🏻 요즘 플라스틱 쓰레기도 자주 나오는 것 같아 콜드컵 자주 들고다니면서 마시는데 항상 큰 사이즈에 얼음 많이 찾는 저로서는 콜드컵 필수템입니다 ❤️ 깨지지 않고 오래오래 잘 써볼게요,5,2021-06-17T06:48:45.030+00:00
